06/04/2013 07:02:27 PM [INFO    ]: Loading includes/robot_standard.pop
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[0]/TFBot/Template:  Node duplicates value 'Scout', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[0]/TFBot/Template:  Node duplicates value 'Super Scout', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[0]/TFBot/Template:  Node duplicates value 'scout_giant_fast', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[0]/TFBot/Template:  Node duplicates value 'Easy', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[0]/TFBot/Template:  Node duplicates value ['Bonk Boy', 'The Holy Mackerel'], removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[0]/TFBot/Template:  Node duplicates value 'MeleeOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[0]/TFBot/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A13828>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[1]/TFBot/Template:  Node duplicates value 'Soldier', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[1]/TFBot/Template:  Node duplicates value 'Giant Charged Soldier', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[1]/TFBot/Template:  Node duplicates value 'soldier_crit', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[1]/TFBot/Template:  Node duplicates value 'Normal', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[1]/TFBot/Template:  Node duplicates value 'The Original', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[1]/TFBot/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[1]/TFBot/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A190B8>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[2]/TFBot/Template:  Node duplicates value 'Soldier', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[2]/TFBot/Template:  Node duplicates value 'Giant Rapid Fire Soldier', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[2]/TFBot/Template:  Node duplicates value 'soldier_spammer', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[2]/TFBot/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[2]/TFBot/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[2]/TFBot/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A19D30>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[3]/TFBot/Template:  Node duplicates value 'Pyro', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[3]/TFBot/Template:  Node duplicates value 'Giant Flare Pyro', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[3]/TFBot/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[3]/TFBot/Template:  Node duplicates value '3000', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[3]/TFBot/Template:  Node duplicates value ['The detonator', 'Old Guadalajara'], removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[3]/TFBot/Template:  Node duplicates value 'SecondaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[3]/TFBot/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A19400>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[4]/TFBot/Template:  Node duplicates value 'Pyro', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[4]/TFBot/Template:  Node duplicates value 'Giant Pyro', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[4]/TFBot/Template:  Node duplicates value 'pyro_giant', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[4]/TFBot/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[4]/TFBot/Template:  Node duplicates value '3000', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[4]/TFBot/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[4]/TFBot/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A05DD8>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[5]/TFBot/Template:  Node duplicates value 'Demoman', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[5]/TFBot/Template:  Node duplicates value 'Giant Rapid Fire Demoman', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[5]/TFBot/Template:  Node duplicates value 'demo_giant', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[5]/TFBot/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[5]/TFBot/Template:  Node duplicates value '3000', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[5]/TFBot/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[6]/TFBot/Template:  Node duplicates value 'Heavyweapons', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[6]/TFBot/Template:  Node duplicates value 'Giant Heavy', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[6]/TFBot/Template:  Node duplicates value 'heavy_giant', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[6]/TFBot/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[6]/TFBot/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[6]/TFBot/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A132B0>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[7]/TFBot/Template:  Node duplicates value 'Heavyweapons', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[7]/TFBot/Template:  Node duplicates value 'Giant Deflector Heavy', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[7]/TFBot/Template:  Node duplicates value 'heavy_deflector', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[7]/TFBot/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[7]/TFBot/Template:  Node duplicates value ['The U-clank-a', 'Deflector'], removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[7]/TFBot/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[7]/TFBot/Template:  Node duplicates value '1200', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[10]/WaveSpawn[7]/TFBot/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A0BCC0>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[11]/WaveSpawn[5]/Randomchoice/TFBot[1]/Template:  Node duplicates value 'Medic', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[11]/WaveSpawn[5]/Randomchoice/TFBot[1]/Template:  Node duplicates value 'Uber Medic', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[11]/WaveSpawn[5]/Randomchoice/TFBot[1]/Template:  Node duplicates value 'SpawnWithFullCharge', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[13]/WaveSpawn[5]/Randomchoice/TFBot[1]/Template:  Node duplicates value 'Medic', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[13]/WaveSpawn[5]/Randomchoice/TFBot[1]/Template:  Node duplicates value 'Uber Medic', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[13]/WaveSpawn[5]/Randomchoice/TFBot[1]/Template:  Node duplicates value 'SpawnWithFullCharge', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[0]/RandomChoice/TFBot[11]/Template:  Node duplicates value 'Scout', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[0]/RandomChoice/TFBot[11]/Template:  Node duplicates value 'Super Scout', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[0]/RandomChoice/TFBot[11]/Template:  Node duplicates value 'Easy', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[0]/RandomChoice/TFBot[11]/Template:  Node duplicates value ['Bonk Boy', 'The Holy Mackerel'], removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[0]/RandomChoice/TFBot[11]/Template:  Node duplicates value 'MeleeOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[0]/RandomChoice/TFBot[11]/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A13828>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[1]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Pyro', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[1]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Giant Pyro', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[1]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[1]/Randomchoice/TFBot[9]/Template:  Node duplicates value '3000', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[1]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[1]/Randomchoice/TFBot[9]/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A05DD8>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Demoman', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Giant Rapid Fire Demoman', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value '3000', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[3]/RandomChoice/TFBot[8]/Template:  Node duplicates value 'Soldier', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[3]/RandomChoice/TFBot[8]/Template:  Node duplicates value 'Giant Charged Soldier', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[3]/RandomChoice/TFBot[8]/Template:  Node duplicates value 'Normal', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[3]/RandomChoice/TFBot[8]/Template:  Node duplicates value 'The Original', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[3]/RandomChoice/TFBot[8]/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[3]/RandomChoice/TFBot[8]/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A190B8>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[4]/RandomChoice/TFBot[10]/Template:  Node duplicates value 'Heavyweapons', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[4]/RandomChoice/TFBot[10]/Template:  Node duplicates value 'Giant Heavy', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[4]/RandomChoice/TFBot[10]/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[4]/RandomChoice/TFBot[10]/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[4]/RandomChoice/TFBot[10]/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A132B0>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[5]/Randomchoice/TFBot[1]/Template:  Node duplicates value 'Medic', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[5]/Randomchoice/TFBot[1]/Template:  Node duplicates value 'Uber Medic', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[5]/Randomchoice/TFBot[1]/Template:  Node duplicates value 'SpawnWithFullCharge', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[5]/Randomchoice/TFBot[7]/Template:  Node duplicates value 'Medic', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[5]/Randomchoice/TFBot[7]/Template:  Node duplicates value 'Giant Medic', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[15]/WaveSpawn[5]/Randomchoice/TFBot[7]/Template:  Node duplicates value 'SecondaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[1]/RandomChoice/TFBot[11]/Template:  Node duplicates value 'Scout', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[1]/RandomChoice/TFBot[11]/Template:  Node duplicates value 'Super Scout', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[1]/RandomChoice/TFBot[11]/Template:  Node duplicates value 'Easy', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[1]/RandomChoice/TFBot[11]/Template:  Node duplicates value ['Bonk Boy', 'The Holy Mackerel'], removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[1]/RandomChoice/TFBot[11]/Template:  Node duplicates value 'MeleeOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[1]/RandomChoice/TFBot[11]/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A13828>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Pyro', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Giant Pyro', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Expert', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value '3000', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'PrimaryOnly', removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[2]/Randomchoice/TFBot[9]/Template:  Node duplicates value <keyvalues.keyvalues.KeyValues object at 0x0000000002A05DD8>, removing.
06/04/2013 07:02:28 PM [WARNING ]: mvm_coaltown_30wave.pop > WaveSchedule/Wave[17]/WaveSpawn[3]/Randomchoice/TFBot[9]/Template:  Node duplicates value 'Demoman', removing.
